schedule_source,schedule_realism,payload_source,payload_realism,evidence_level,claim_scope,source_pair,codec_family,offered_load_mode,link_gbps,output_path,output_bw_gbps,decompressor_input_gbps,decompressor_output_gbps,ratio,ratio_threshold,compressed_ingress_gbps,decompressed_output_gbps,effective_output_budget_gbps,input_utilization,output_utilization,decompressor_output_utilization,max_expansion_debt_bytes,pressure_interpretation,is_input_safe,is_output_safe,is_safe,provenance
m1_schedule_only_smoke,schedule_only,ebpc_resnet34_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:ebpc_resnet34_literature,ebpc,compressed_line_rate_saturated,800.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,2.3995313415348565,0.64,800.0,1919.6250732278852,512.0,1.0,3.7492677211482133,1.8746338605741066,17595313.415348563,ratio_driven_output_pressure,True,False,False,Cavigelli et al. 2019 EBPC reports ResNet-34 average compression ratio of 2.4x in the local text extraction at review-stage/ebpc_2019.txt.
m1_schedule_only_smoke,schedule_only,ebpc_resnet34_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:ebpc_resnet34_literature,ebpc,compressed_line_rate_saturated,800.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,2.3995313415348565,0.64,800.0,1919.6250732278852,512.0,1.0,3.7492677211482133,1.8746338605741066,17595313.415348563,ratio_driven_output_pressure,True,False,False,Cavigelli et al. 2019 EBPC reports ResNet-34 average compression ratio of 2.4x in the local text extraction at review-stage/ebpc_2019.txt.
m1_schedule_only_smoke,schedule_only,ebpc_resnet34_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:ebpc_resnet34_literature,ebpc,compressed_line_rate_saturated,800.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,2.3995313415348565,1.28,800.0,1919.6250732278852,1024.0,1.0,1.8746338605741066,1.8746338605741066,11195313.415348565,ratio_driven_output_pressure,True,False,False,Cavigelli et al. 2019 EBPC reports ResNet-34 average compression ratio of 2.4x in the local text extraction at review-stage/ebpc_2019.txt.
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,100.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,2.972996881202155,86.1083984375,100.0,256.0,0.107635498046875,0.390625,0.09765625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,100.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,5.94599376240431,86.1083984375,100.0,512.0,0.107635498046875,0.1953125,0.09765625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,100.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,5.94599376240431,86.1083984375,100.0,512.0,0.107635498046875,0.1953125,0.09765625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,100.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,11.89198752480862,86.1083984375,100.0,1024.0,0.107635498046875,0.09765625,0.09765625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,200.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,1.4864984406010775,172.216796875,200.0,256.0,0.21527099609375,0.78125,0.1953125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,200.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,2.972996881202155,172.216796875,200.0,512.0,0.21527099609375,0.390625,0.1953125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,200.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,2.972996881202155,172.216796875,200.0,512.0,0.21527099609375,0.390625,0.1953125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,200.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,5.94599376240431,172.216796875,200.0,1024.0,0.21527099609375,0.1953125,0.1953125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,400.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,0.7432492203005387,344.43359375,400.0,256.0,0.4305419921875,1.5625,0.390625,1800000.0,fixed_original_output_path_bottleneck,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,400.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,1.4864984406010775,344.43359375,400.0,512.0,0.4305419921875,0.78125,0.390625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,400.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,1.4864984406010775,344.43359375,400.0,512.0,0.4305419921875,0.78125,0.390625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,400.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,2.972996881202155,344.43359375,400.0,1024.0,0.4305419921875,0.390625,0.390625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,800.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,0.3716246101502694,688.8671875,800.0,256.0,0.861083984375,3.125,0.78125,6800000.0,fixed_original_output_path_bottleneck,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,800.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,0.7432492203005387,688.8671875,800.0,512.0,0.861083984375,1.5625,0.78125,3600000.0,fixed_original_output_path_bottleneck,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,800.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,0.7432492203005387,688.8671875,800.0,512.0,0.861083984375,1.5625,0.78125,3600000.0,fixed_original_output_path_bottleneck,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,800.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,1.4864984406010775,688.8671875,800.0,1024.0,0.861083984375,0.78125,0.78125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,100.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,2.56,100.0,116.13269067195917,256.0,0.125,0.4536433229373405,0.11341083073433512,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,100.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,5.12,100.0,116.13269067195917,512.0,0.125,0.22682166146867025,0.11341083073433512,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,100.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,5.12,100.0,116.13269067195917,512.0,0.125,0.22682166146867025,0.11341083073433512,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,100.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,10.24,100.0,116.13269067195917,1024.0,0.125,0.11341083073433512,0.11341083073433512,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,200.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,1.28,200.0,232.26538134391834,256.0,0.25,0.907286645874681,0.22682166146867025,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,200.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,2.56,200.0,232.26538134391834,512.0,0.25,0.4536433229373405,0.22682166146867025,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,200.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,2.56,200.0,232.26538134391834,512.0,0.25,0.4536433229373405,0.22682166146867025,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,200.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,5.12,200.0,232.26538134391834,1024.0,0.25,0.22682166146867025,0.22682166146867025,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,400.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,0.64,400.0,464.53076268783667,256.0,0.5,1.814573291749362,0.4536433229373405,2606634.5335979583,ratio_driven_output_pressure,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,400.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,1.28,400.0,464.53076268783667,512.0,0.5,0.907286645874681,0.4536433229373405,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,400.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,1.28,400.0,464.53076268783667,512.0,0.5,0.907286645874681,0.4536433229373405,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,400.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,2.56,400.0,464.53076268783667,1024.0,0.5,0.4536433229373405,0.4536433229373405,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,800.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,0.32,800.0,929.0615253756733,256.0,1.0,3.629146583498724,0.907286645874681,8413269.067195917,ratio_driven_output_pressure,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,800.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,0.64,800.0,929.0615253756733,512.0,1.0,1.814573291749362,0.907286645874681,5213269.067195917,ratio_driven_output_pressure,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,800.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,0.64,800.0,929.0615253756733,512.0,1.0,1.814573291749362,0.907286645874681,5213269.067195917,ratio_driven_output_pressure,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,800.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,1.28,800.0,929.0615253756733,1024.0,1.0,0.907286645874681,0.907286645874681,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,100.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,2.972996881202155,86.1083984375,100.0,256.0,0.107635498046875,0.390625,0.09765625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,100.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,5.94599376240431,86.1083984375,100.0,512.0,0.107635498046875,0.1953125,0.09765625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,100.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,5.94599376240431,86.1083984375,100.0,512.0,0.107635498046875,0.1953125,0.09765625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,100.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,11.89198752480862,86.1083984375,100.0,1024.0,0.107635498046875,0.09765625,0.09765625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,200.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,1.4864984406010775,172.216796875,200.0,256.0,0.21527099609375,0.78125,0.1953125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,200.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,2.972996881202155,172.216796875,200.0,512.0,0.21527099609375,0.390625,0.1953125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,200.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,2.972996881202155,172.216796875,200.0,512.0,0.21527099609375,0.390625,0.1953125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,200.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,5.94599376240431,172.216796875,200.0,1024.0,0.21527099609375,0.1953125,0.1953125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,400.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,0.7432492203005387,344.43359375,400.0,256.0,0.4305419921875,1.5625,0.390625,1800000.0,fixed_original_output_path_bottleneck,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,400.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,1.4864984406010775,344.43359375,400.0,512.0,0.4305419921875,0.78125,0.390625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,400.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,1.4864984406010775,344.43359375,400.0,512.0,0.4305419921875,0.78125,0.390625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,400.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,2.972996881202155,344.43359375,400.0,1024.0,0.4305419921875,0.390625,0.390625,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,800.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,0.3716246101502694,688.8671875,800.0,256.0,0.861083984375,3.125,0.78125,6800000.0,fixed_original_output_path_bottleneck,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,800.0,host_dram_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,0.7432492203005387,688.8671875,800.0,512.0,0.861083984375,1.5625,0.78125,3600000.0,fixed_original_output_path_bottleneck,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,800.0,gpu_direct_pcie5_x16_like,512.0,800.0,1024.0,1.1613269067195917,0.7432492203005387,688.8671875,800.0,512.0,0.861083984375,1.5625,0.78125,3600000.0,fixed_original_output_path_bottleneck,True,False,False,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,same_original_bytes,800.0,cxl_or_pcie6_staging_like,1024.0,800.0,1024.0,1.1613269067195917,1.4864984406010775,688.8671875,800.0,1024.0,0.861083984375,0.78125,0.78125,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
m1_schedule_only_smoke,schedule_only,quad_e4m3_literature,literature_ratio,P0_literature_ratio,analytical_sensitivity_only,m1_schedule_only_smoke + P0_literature_ratio:quad_e4m3_literature,quad_e4m3,compressed_line_rate_saturated,100.0,host_dram_pcie4_x16_like,256.0,800.0,1024.0,1.1613269067195917,2.56,100.0,116.13269067195917,256.0,0.125,0.4536433229373405,0.11341083073433512,0.0,safe,True,True,True,Quad Length Codes reports 13.9% compressibility for e4m3 in the local literature summary; ratio is derived as 1/(1-0.139).
